"Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABL2",2368.82532954714,-1.26266400682867,0.115033948262282,-10.9764467437886,6.64993131952447e-19,3.1674869270552e-18
"SNORA67",2.99775601997376,-10.4421337922695,2.45811856456615,-4.24801876638219,2.37089427412507e-05,4.89686358739867e-05
"SOAT1",1947.4462454559,-1.63154240272002,0.170724023285488,-9.55660703937211,2.92849636356907e-16,1.21206734610758e-15
"AXDND1",21.7143006725504,-1.05808776340753,0.354322002551112,-2.98623217240058,0.0113956422896152,0.0179122614359729
"NPHS2",95.3793081306667,5.44065321091737,1.24565652397279,4.36769936672866,1.78889357921896e-05,3.73147761240797e-05
"TDRD5",51.016255385026,-2.50742676293323,0.242611834223882,-10.3351379002369,6.71948704380564e-21,3.52677504500509e-20
"FAM163A",3.1893482908297,-2.78181424260733,0.441303437980516,-6.30363147710205,4.81798549203736e-09,1.30889325491016e-08
"TOR1AIP2",3597.56327060919,-1.7180700792589,0.0801870563681458,-21.4257781376971,3.56785115520021e-75,9.09973575881592e-74
"TOR1AIP1",3519.58876695352,-0.358415667666077,0.0667355534719945,-5.37068547451975,0.052128561355484,0.0748624845670933
"CEP350",3832.70763776947,-1.71404186045548,0.0591760125365646,-28.9651462980272,1.96356955558871e-135,1.1081634566381e-133
"QSOX1",13398.3997083075,-0.386052977482954,0.14928038095237,-2.58609319603846,0.181054561341995,0.238336091295107
"LHX4",145.496415953261,4.69273763066167,0.265699811976573,17.6618026025379,4.61641296590833e-63,9.23282593181666e-62
"ACBD6",1747.44778227847,0.00720803670942763,0.0454587985709732,0.158561971191869,0.999999961418092,0.999999999984865
"OVAAL",0.841642721872434,-3.72944043329068,0.536557577858743,-6.95068076043929,4.4500318914777e-11,1.38095461739042e-10
"XPR1",1683.74834155737,-2.52189983522705,0.0823008499109304,-30.6424519061025,4.87012687519688e-168,3.69086043898849e-166
"KIAA1614",410.133791657351,0.17184535236373,0.121208345336398,1.41776832186592,0.740720675639974,0.832879013198402
"KIAA1614-AS1",3.2616983383545,-2.00262073908443,0.239311852130509,-8.36824721072446,1.20716093899265e-13,4.3571959730267e-13
"STX6",2611.78956871813,-0.595929389351764,0.0736643734781441,-8.08979105114597,1.32639628761648e-06,3.04118089932162e-06
"MR1",1626.62470269972,-1.2718801327259,0.0667364892004737,-19.0582415701434,3.17086713158767e-53,4.96940919736265e-52
"IER5",3383.84272652161,0.737518717355438,0.156684714766943,4.70702402881124,0.000930813657683207,0.00165495314755238
"LINC01732",1.31120423636941,-1.33778630931692,0.671554230148355,-1.99207487535502,0.0616681568995456,0.0877841476761492
"LINC01699",0.0638283258570807,-3.52881329240639,2.20384997146549,-1.60120395584816,0.111611753051392,0.152044771120918
"CACNA1E",41.6736921506887,-0.760695661216406,0.319531174590976,-2.38066179987024,0.0557725539017304,0.0798201654950239
"ZNF648",8.49583945378872,-2.1076823966762,0.38224649671734,-5.51393515644112,5.87550639333334e-07,1.38469841921961e-06
"LINC01344",2.40328275115966,-2.47428286075425,0.387767953433842,-6.38083379207455,4.84461618834188e-09,1.31562267105983e-08
"GLUL",81584.3460007925,0.952626898731632,0.191761726985778,4.96776345157906,0.000124123399168254,0.000240934735670541
"TEDDM1",5.86650819853396,-1.76715187129601,0.253334510919001,-6.97556706697978,1.05743331988778e-09,2.99032357461639e-09
"LINC00272",0.777011664313698,-1.63707317477681,0.506152315539624,-3.23434887980604,0.00316437487636831,0.00531781380189559
"RGSL1",1.52777784065974,-1.99311347751189,0.439750734544979,-4.53237100234571,3.70416994463222e-05,7.52320886534224e-05
"RNASEL",833.276200750273,-0.701371019919459,0.0790267741246952,-8.87510628755738,5.59523888770501e-09,1.51230377273087e-08
"RGS16",1055.3406837172,-0.46698995390771,0.267817202246003,-1.74368916556285,0.212620277244848,0.276306098544656
"LINC01686",16.9587096088593,-0.00917834938255178,0.233756119401255,-0.0392646378886734,0.982315922385209,0.999999999984865
"RGS8",5.21563502090723,-1.19323399410154,0.305796274445951,-3.90205536762498,0.00102059427725582,0.00180776381998067
"NPL",1052.39051683371,-1.07224583654938,0.158190669331237,-6.77818635626477,1.00822319356915e-07,2.51227056922703e-07
"DHX9",7568.86102276654,-0.841831955910511,0.0440928103843098,-19.0922726080094,2.2345720702834e-41,2.4748235559193e-40
"LAMC1",19605.401418518,0.213796349947297,0.155494013300045,1.37494907623711,0.593481697967462,0.690102560735906
"LAMC2",2914.99665410661,-2.85137655619158,0.173803535354905,-16.4057454318699,6.00136324095009e-51,8.86213834189011e-50
"NMNAT2",317.307684646162,-2.0111378851801,0.219316080984418,-9.17004296334742,4.86824673954064e-16,1.99121426008197e-15
"SMG7-AS1",33.5316962407003,-1.03154105478931,0.127325694583022,-8.10159377624051,4.17505217135316e-10,1.21379102721077e-09
"SMG7",5358.12214043171,0.041894261330692,0.0519176061756306,0.806937461426268,0.999969441687692,0.999999999984865
"NCF2",1875.40828619102,-0.758727806505278,0.209483082812162,-3.62190491146061,0.00758163301442651,0.0121788230557252
"ARPC5",7112.68035459567,-0.242829874675256,0.0773171065688506,-3.14070049244558,0.536943588909287,0.633172712234235
"RGL1",2437.9089925341,-0.519359896746013,0.136267765246831,-3.81131880900271,0.0240380304734164,0.0361456212192387
"APOBEC4",13.1235517426912,-2.8346967543159,0.700473251119249,-4.04683083870296,0.000117478413316757,0.000228496052298953
"COLGALT2",241.125236764573,-0.290774028006087,0.278586818081718,-1.04374654195158,0.467939596314737,0.562293269501682
"TSEN15",971.716222837178,-0.664117773871185,0.0747857885406198,-8.88026705114529,1.53509755993098e-08,4.0335277639593e-08
"C1orf21",6123.90774432272,1.54523365883532,0.107903430670686,14.3205239094877,1.7000885384409e-33,1.4653078304515e-32
"EDEM3",2397.98051697505,-1.35127562155426,0.0945226691873927,-14.2957835741533,1.1350355871864e-31,9.19643190534377e-31
"LINC01633",0.111824543753458,-4.76396902627991,2.43827049195735,-1.95383122668051,0.0519370103856314,0.0746075927689614
"RNF2",689.950802449252,-0.885633353181148,0.0554645345255945,-15.9675612669654,1.04544176594343e-30,8.18305948849858e-30
"TRMT1L",808.195227576977,-1.09492188986415,0.0818640375994387,-13.3748825732443,2.83037426988388e-25,1.79285200020705e-24
"SWT1",403.827120958818,-1.10361357704819,0.0690094725150161,-15.9922042123717,1.9106528575426e-35,1.74458062121574e-34
"IVNS1ABP",11562.1478996539,0.0496893239440126,0.104907649254193,0.473648244882643,0.97403512519681,0.999999999984865
"GS1-279B7.1",0.795931614326585,-4.62284630074027,0.15193941818914,-30.4255890659366,1.89800618480485e-182,1.56107330393639e-180
"HMCN1",1724.76727397112,-2.60978408646051,0.218201889148685,-11.9604101350478,1.46653742831553e-27,1.01500079024317e-26
"PRG4",2831.15946979717,3.54579666941736,0.388607622999415,9.12436210604829,1.11596015958894e-17,4.98729405896811e-17
"TPR",7599.59444242139,-1.0688799589376,0.0523020928031933,-20.4366575341387,1.49427447612619e-55,2.50264438700851e-54
"PDC",3.80907269656418,-2.86830894041013,0.252293963341993,-11.3689162531489,1.56109765966295e-25,9.97785913796619e-25
"PTGS2",1826.34090860078,-1.13623181613158,0.369771358742552,-3.07279563240231,0.008360492092253,0.0133501122881788
"PACERR",16.7852806012268,-0.489990484367266,0.350382888772568,-1.39844296073864,0.264037036016813,0.336124896771059
"PLA2G4A",784.746297468377,-1.27628838250403,0.103895156343935,-12.2843877175468,2.58988405395771e-23,1.51272611134001e-22
"LINC01036",0.302968712010442,-4.39208308568473,0.677837211641358,-6.47955439780218,4.99603552103355e-10,1.44416120087634e-09
"BRINP3",34.6375052886175,-0.312354398838412,0.342998005613324,-0.910659519083448,0.478424665056682,0.573309882115586
"RGS18",106.036867556125,-0.934717438419305,0.312501692406642,-2.99107960414821,0.0142978577050685,0.0221719190661761
"RGS21",0.150455395851953,-5.0348898372691,1.79077490679983,-2.81157046491489,0.00535325170262937,0.00874084342334527
"RGS1",2203.64133300516,-1.3464288202906,0.225979300103982,-5.95819537307646,6.114241999139e-07,1.43893287310472e-06
"RGS13",85.7753628176821,0.292085102890958,0.217403376189406,1.34351686717362,0.429577462860749,0.521519180840156
"RGS2",3173.51453764923,0.111366845419777,0.180327929323878,0.617579572045973,0.801527203765891,0.889374987654894
"UCHL5",1530.45480892138,-0.385027261160818,0.0656187962468915,-5.86763676237139,0.0198069349340364,0.0301270990825212
"SCARNA18B",0.171940796517356,-5.43464774105821,1.35903320467899,-3.99890725432414,8.24975752770033e-05,0.000162589258602954
"GLRX2",322.241301720168,0.249995221505637,0.0839846539633842,2.97667740126226,0.500022700024625,0.595726331734464
"CDC73",1888.69191495792,-0.783893796314312,0.0646250680079914,-12.1298718976571,7.19844473561343e-17,3.07779563348211e-16
"MIR1278",0.0634652870246798,-4.83908000276555,5.37077318163775,-0.901002488675185,0.368105784033088,0.453665044556982
"B3GALT2",54.3810982467819,-2.72752335304206,0.251271774665645,-10.8548735991993,3.10448018007158e-23,1.80584071878067e-22
"LINC01031",2.18677216171472,-2.43860911877931,0.396251871831775,-6.1541895247238,1.66424623998789e-08,4.36314618390698e-08
"KCNT2",261.499619813905,0.058270865145435,0.187706877899928,0.310435428884502,0.896738241808019,0.968681810790377
"CFH",9712.41742290188,0.309223946933822,0.16160713346621,1.91343005906652,0.357277398660956,0.44162791399694
"CFHR3",16.4633326827284,-1.88354945473766,0.280630483008151,-6.71184909973926,2.92487958282446e-09,8.05737306861418e-09
"CFHR1",12.2804189943581,2.60380244905148,0.464231060251877,5.60885014380284,1.98962127236549e-07,4.85452034030077e-07
"CFHR4",0.963284572705332,-2.26251825331908,0.795633868554958,-2.8436675998073,0.00650662627242897,0.0105268839204744
"CFHR5",0.484810281003748,-2.16804992942241,0.92187739271979,-2.35177687026913,0.0230941150294267,0.0348274551150902
"F13B",0.279049723297827,-2.94065774941728,0.945238826085778,-3.111020906319,0.00257827894269779,0.00437548617754695
"ASPM",465.604569604643,-2.83687916680892,0.264069223390537,-10.7429375160975,5.8441196022353e-23,3.34896618848051e-22
"ZBTB41",1003.05060745915,-1.80217849080606,0.0682464859105074,-26.4069053045351,8.28041657453384e-115,3.76253618226142e-113
"CRB1",10.3015199972157,-1.70861388881747,0.244004806782663,-7.00237799142761,1.13080071773635e-09,3.19175195934628e-09
"DENND1B",836.004799316766,-2.32285283257275,0.10562060796895,-21.9924205819342,4.68640749531084e-86,1.46243480956612e-84
"C1orf53",36.0847053167701,-1.37968326202408,0.172592212804189,-7.99389056787497,2.96702552904476e-11,9.31502910583368e-11
"LHX9",12.1320121409185,-5.01891771313218,0.608479708232524,-8.24829101977918,2.30166435761254e-15,9.13263232396e-15
"NEK7",3656.75698451243,-0.199508515177544,0.100571452903002,-1.98374896075096,0.692186299595404,0.786895600418648
"PTPRC",2880.74538317163,-1.86110111258216,0.273398602993975,-6.80728098900775,1.89778592029509e-09,5.28213762180769e-09
"MIR181A1HG",7.18859112934672,-3.8972010356156,0.310105497721428,-12.5673393869222,3.09383447199813e-32,2.55750555106351e-31
"MIR181B1",0.103967813057145,-5.25253546381519,2.50603018047414,-2.09595858211948,0.0370121903636975,0.0542880683214529
"MIR181A1",0.0451176916485044,-4.23051712465568,6.20307266402961,-0.682003476952255,0.495586868746291,0.591072018592418
"LINC01222",0.0700947862854391,-4.18086037881435,3.92944160587761,-1.06398333355067,0.288311162502509,0.364164456446622
"LINC01221",0.0567850564366318,-4.49057919866786,4.88129338938391,-0.919956831202609,0.358225560142593,0.442670998499058
"NR5A2",379.195541644093,0.476220863964445,0.21425032277594,2.22273113895128,0.145863390820965,0.194950000202865
"LINC00862",9.99884027294094,-2.14923089386375,0.318086646501718,-6.75674668364973,1.18050757119257e-09,3.3280683752765e-09
"ZNF281",624.964918225952,-2.51499238058977,0.136163203020542,-18.470426112188,1.96354076779957e-62,3.87233597515863e-61
"KIF14",135.692683996305,-3.04642726842455,0.227875101757295,-13.3688465520434,6.42199446244754e-35,5.76214471429754e-34
"DDX59",1023.47100531965,-0.259478728497883,0.0585412202556932,-4.43241065636394,0.435686214805617,0.527787947603767
"CAMSAP2",3534.76888573498,-0.657871060339825,0.0657622888524335,-10.0037737709532,2.78391096823983e-10,8.18320968916044e-10
"GPR25",6.63614587260434,-1.71012655069131,0.446096064678636,-3.83353875117296,0.000537399328171898,0.000980702936343969
"MROH3P",47.9015060764305,0.571767812172373,0.371922850983855,1.53732907418801,0.207048690917729,0.269643624725311
"KIF21B",691.302584755741,-0.715441235516916,0.213068869248245,-3.35779336531495,0.014467025165751,0.0224129571451586
"CACNA1S",23.2697617891652,1.15257493588016,0.369042222685949,3.12315194584385,0.00730028578026442,0.0117446599133594
"ASCL5",6.44329091674476,-2.98742528120531,0.266576550242869,-11.2066319354931,4.86967864593234e-25,3.05542817465063e-24
"TMEM9",2374.44001532098,-0.534698436532247,0.0751521741193303,-7.11487648625077,7.58430251284601e-05,0.00015010156624006
"IGFN1",211.627867621932,0.876152222389519,0.300601802535115,2.91466057422318,0.0187155356091249,0.0285447901693115
"PKP1",80528.6311646617,3.10618996848571,0.372593494216266,8.33667258474128,8.89302543439495e-15,3.4261074749067e-14
"TNNT2",772.135208196096,2.67969046623633,0.259207186536803,10.3380253535365,3.50678995869104e-21,1.86361339652952e-20
"LAD1",15572.341626273,1.35474691193408,0.384929051325611,3.51947172412327,0.00206765081819399,0.00354263628276758
"TNNI1",197.241107069212,2.2231778574249,0.27555640964415,8.06795915324881,4.01319381507217e-13,1.40389008829264e-12
"PHLDA3",5289.01605257495,1.34245800327997,0.141623683041012,9.47905021571295,6.10587212373935e-15,2.37518985271767e-14
"CSRP1",23529.2563506165,1.6805513236371,0.14644842370194,11.4753800768621,7.7011515776468e-23,4.38707212020577e-22
"NAV1",4458.32057915422,-0.219303052942274,0.124365068090713,-1.76338144069774,0.597560303505061,0.694426595858565
"IPO9-AS1",6.73427975704893,-1.18847423105466,0.148316136752066,-8.01311480382871,1.24561396591645e-10,3.75133811478102e-10
"MIR5191",0.0878030965667765,-4.52726224379546,1.98154507425367,-2.28471322838852,0.0233996828634637,0.0352582028234539
"IPO9",4028.91863778476,-0.616963454515353,0.0394975387439543,-15.620301267754,7.6571551622059e-21,4.00702423038247e-20
"MIR6739",0.226996995808783,-6.22532056909026,1.43147584661742,-4.34888271695307,1.79901362289758e-05,3.75148084491811e-05
"SHISA4",538.301288822501,0.323518491430043,0.127450487305511,2.53838567642772,0.282027297858576,0.35690716010013
"LMOD1",8785.68931727773,3.32465051760096,0.211858991141866,15.6927515782169,5.03234496271888e-48,6.8805644400061e-47
"TIMM17A",2042.04944248589,-0.00285973223807854,0.068136804988859,-0.041970448108715,0.99995989594499,0.999999999984865
"RNPEP",4382.78797322941,0.122518006522367,0.0726276532043477,1.68693329767445,0.960394581384931,0.999999999984865
"ELF3-AS1",62.7189179158863,-2.17535461564306,0.116750799047502,-18.6324601920538,2.12403209292936e-61,4.09745100108737e-60
"MIR6740",0.603702023551926,-3.89143126416539,0.212985391154406,-18.2708834773755,7.79953681090208e-66,1.66170854545524e-64
"ELF3",6676.22822560239,-1.20771197006092,0.357518392573622,-3.3780415082064,0.00371736193703319,0.00619560322838866
"GPR37L1",28.1391166501434,-1.19891078563351,0.21840191474797,-5.48947012216914,6.97041642055986e-06,1.511313338554e-05
"ARL8A",2664.68931748892,0.743336377772675,0.0593869638187124,12.5168274310473,4.90142681626657e-17,2.11270113835418e-16
"PTPN7",308.939689476385,-1.52621330981209,0.209388569949053,-7.28890459581168,5.47351045801699e-10,1.57938389881861e-09
"PTPRVP",35.4680890152188,-0.674376604900934,0.178759849021918,-3.77252838705546,0.00879829521615398,0.0140186082359804
"LGR6",546.448520536328,0.325240155817142,0.210394253080149,1.54586045510113,0.363443195744342,0.448648319586675
"UBE2T",163.013081314621,-2.08418079110702,0.192404950755592,-10.8322617631316,7.6460923999815e-22,4.16572834124098e-21
"PPP1R12B",8568.88564526623,0.289480096294687,0.143376372360962,2.01902232235236,0.391603943360682,0.479588831194879
"SYT2",46.6242122911407,-3.19561248093314,0.135427671920356,-23.5964514166089,3.42045599408998e-105,1.36176503179342e-103
"KDM5B",5598.66042173539,-0.978460770894467,0.113881942023981,-8.59188694453794,7.94212343288943e-11,2.42596601764667e-10
"PCAT6",232.272241996179,3.73746203360941,0.240833717488519,15.5188487417157,8.01245822973851e-48,1.08850424862389e-46
"MGAT4EP",3.9127296709595,-1.69173124665047,0.333019913544401,-5.07997022954278,7.48317254779028e-06,1.61785961756607e-05
"RABIF",533.75313824694,-0.809306398787358,0.10089297075707,-8.02143491974287,1.48190166616398e-08,3.89858087726255e-08
"KLHL12",1838.25313624949,-0.791982210621725,0.0521793714679174,-15.1780711101259,1.42215676609588e-25,9.09803032154193e-25
"ADIPOR1",8373.38450003568,0.290140853536616,0.0879073587140973,3.30052975974681,0.323969666491138,0.404533148343059
"CYB5R1",6037.31830496222,0.964472457245669,0.130832666256171,7.37180159087505,2.36778275924483e-08,6.13858890057119e-08
"TMEM183A",1983.73311667265,-0.127830482479709,0.0449761056657442,-2.84218654744647,0.996699400925571,0.999999999984865
"PPFIA4",538.855030405644,0.487374970952371,0.221865173959283,2.19671687203064,0.142775153154918,0.191111382700269
"MYOG",5.30730453328243,1.38668116020512,0.6838415591916,2.02778135017763,0.0565837358932496,0.080915619358094
"ADORA1",327.921341007713,0.917736917634563,0.234713595565042,3.91002879669255,0.00222158813092932,0.00379382746968616
"MYBPH",57.8502098426785,-1.23333494143504,0.43862822587268,-2.81180021869599,0.0128459268973685,0.0200434241736882
"CHI3L1",4294.91106591695,-0.112156595390563,0.250258898098079,-0.448162268126859,0.783046282584313,0.872243680652973
"CHIT1",592.309010276564,-2.41664977153776,0.462402460450295,-5.22629090075426,1.39949324762306e-06,3.20255006088228e-06
"LINC01353",6.79361166226832,-0.809195008330107,0.247446868054318,-3.27017680479382,0.0119243284779947,0.0186892865280336
"BTG2",12446.5374516791,0.779549920407365,0.137623207713315,5.66437836582952,5.95857388836804e-05,0.000118980839287823
"FMOD",5561.95522972828,1.14999880420176,0.170819817208408,6.73223296333768,6.86956976466319e-08,1.73249667704009e-07
"PRELP",18745.235635005,3.22590491388277,0.195278423956614,16.519515308048,9.6980438175298e-53,1.49558495499987e-51
"OPTC",3.28648422205103,0.775019037738838,0.40981102163034,1.89116201573984,0.10626360323853,0.145215975059352
"ATP2B4",14515.441984544,-0.19658446493262,0.11437593670979,-1.71875720180043,0.679803434632482,0.774561258746846
"LAX1",92.7715971407719,-3.11951453040372,0.189380222822257,-16.4722296970341,3.66728628064326e-52,5.56651036303648e-51
"ZBED6",104.609891189184,-7.91488094030734,0.124538942301784,-63.553462025781,0,0
"SNRPE",1548.73049230303,-0.0610248404657411,0.0606409278298583,-1.00633091625774,0.999084457986788,0.999999999984865
"SOX13",4289.61694188012,1.4255855174088,0.139431596472521,10.2242644671271,1.70966051068566e-17,7.55812417432288e-17
"ETNK2",1285.99647899226,1.23056261881038,0.221883998715563,5.5459727872845,4.95203213633514e-06,1.08564287395349e-05
"REN",63.459463297439,1.79095857573536,0.476606622779363,3.7577291001356,0.000621335719796676,0.00112613119013371
"KISS1",4.61750696184078,-3.3386984787499,0.410851766397415,-8.12628483510131,2.78555544151732e-14,1.04452176124753e-13
"GOLT1A",68.4468809362154,-2.60718192108624,0.35548864690275,-7.33407928439268,1.66915951675593e-11,5.31905165123304e-11
"PLEKHA6",1722.72115732047,-0.597619676740538,0.18611516275707,-3.21102089635002,0.0308999367617698,0.0457441508361068
"LINC00628",3.10367187529127,-1.4054444865576,0.471505291971681,-2.9807607899383,0.00735525652960255,0.0118286126228243
"PPP1R15B",4440.15534343611,-0.994025492293428,0.0791457879491101,-12.5594237931218,2.71016610548202e-21,1.447878266826e-20
"PIK3C2B",4738.41931550071,0.697571415490738,0.130204050553345,5.35752468933323,0.00029359705678872,0.000549103608765788
"MDM4",5186.53551927489,-0.141511559219731,0.073995087798278,-1.91244531806642,0.928697346478931,0.992735868662153
"LRRN2",279.409233064894,6.89049384091528,0.390575289874227,17.6419093054611,3.97993898763168e-65,8.35354157443564e-64
"NFASC",2695.29822777792,1.64541559310848,0.151222252746461,10.8807768911312,1.38406185016907e-20,7.15812636134237e-20
"CNTN2",113.992463075864,1.23020377987822,0.256229321727689,4.80118267333056,6.52588131837905e-05,0.000130003005610217
"TMEM81",151.4539832196,0.477244064291275,0.129309605396379,3.6907085349797,0.0394278895677859,0.0576092967450538
"RBBP5",1187.00932260464,-0.972037686997322,0.0676696182858399,-14.3644623927297,7.02812187040382e-27,4.72400209344217e-26
"DSTYK",2086.1779781909,-0.223991271241649,0.0784754135001958,-2.85428596360426,0.629838330335006,0.726012785578186
"TMCC2",371.81309700408,0.59208894018626,0.160975645266652,3.67812745341372,0.0167893235927666,0.0257836681951955
"NUAK2",3107.9656732845,1.3881083832839,0.271176271431862,5.11884161528747,1.35285205147249e-05,2.85874532286857e-05
"KLHDC8A",117.667297002928,1.11516327065993,0.375782797486781,2.96757402978022,0.0107993926205091,0.0170204331110519
"LEMD1-AS1",4.36729784943625,-2.45572147903416,0.297459905063889,-8.25563861625891,6.07256909744184e-14,2.22709844880256e-13
"LEMD1",23.799266892021,-3.53384420911639,0.358453921342219,-9.85857316299965,2.56775445794335e-20,1.31454160669621e-19
"BLACAT1",83.5174418154968,-3.79893237999692,0.369956039525753,-10.2686048452318,4.28429165676802e-22,2.36751742074525e-21
"MIR135B",0.12299882194066,-5.50011141566271,2.44971621103296,-2.24520350189605,0.025506617434436,0.0381915341489367
"CDK18",1195.3584675381,-0.0192860781716981,0.176677478570614,-0.109159799696767,0.967931295644853,0.999999999984865
"MFSD4A",905.699252415469,-1.4641308373064,0.206213536537344,-7.10007142058422,1.9576108301819e-09,5.44436458931322e-09
"ELK4",4681.9332179504,-0.682831701196196,0.0725721046645691,-9.40901058819044,1.22947255914634e-09,3.46151090687083e-09
"SLC45A3",404.3635013995,-0.177008464368921,0.146738750055032,-1.206283032277,0.692362536100119,0.787011625029169
"NUCKS1",11837.6872741734,-0.669773946451395,0.0465906777219597,-14.3757073131329,1.03190890875645e-19,5.12332874211788e-19
"SNORA72",2.47485745637219,-5.39378308947575,0.212108500418652,-25.4293584596077,3.24904541014853e-130,1.74102887887252e-128
"RAB29",1190.95461617753,-0.485347456454043,0.131421690036349,-3.69305444420783,0.036664239238458,0.0538307034276675
"SLC41A1",2275.48415441988,-0.139937948704937,0.0992918115984154,-1.40936041403811,0.866213651273732,0.94402206769188
"PM20D1",578.214945480593,2.33988650226532,0.466162027570934,5.01947040701265,3.69082801276872e-06,8.17103499540452e-06
"SLC26A9",915.104728465302,-1.53219281838584,0.358711594000355,-4.27137802070685,0.000175827295106859,0.000336677062097775
"RAB7B",1887.58460470318,1.46159839681904,0.19888016406294,7.34914114590374,5.57185545752875e-10,1.60688737168742e-09
"CTSE",597.105386882731,-3.93935675249884,0.59604770767442,-6.60912994342164,3.02436695300744e-10,8.86791808935277e-10
"SNORD60",0.348699327234259,-7.3452432908378,3.37686243174432,-2.17516805594109,0.0300644125090511,0.0445974717540765
"AVPR1B",2.05874010298421,-4.81892663803111,0.396675421513042,-12.1482864243271,5.35037178376787e-31,4.22219744334527e-30
"FAM72A",42.965829138707,-0.685845504573299,0.159905301975049,-4.28907294568829,0.0032087760832894,0.00539060670141279
"SRGAP2",5902.91140875609,1.358728929222,0.131788801064871,10.3098967305514,1.9996013169992e-17,8.79227930930856e-17
"IKBKE",900.069308546275,-0.411216974068963,0.165321458458277,-2.48737809298207,0.164769026199679,0.218415713140754
"C1orf147",41.6808011772882,-0.836710714821526,0.188811528585612,-4.43145988536468,0.000943746153431926,0.00167654193183972
"RASSF5",4328.67704434142,0.594112104245109,0.163698732199772,3.62930180497719,0.0177721169406592,0.027187969251012
"EIF2D",2742.21703610317,-0.00926924430316153,0.0440953840315678,-0.210208948322702,0.999999978156346,0.999999999984865
"DYRK3",256.208130796868,-2.6154032923499,0.142353087597681,-18.3726488584608,2.6488101567083e-62,5.19960698661889e-61
"MAPKAPK2",7617.67510744203,0.212886569341849,0.0785195420079247,2.71125587207785,0.681773862114235,0.776498468936895
"IL10",12.4238694334934,-2.75682687828223,0.335331187133357,-8.22120632992563,3.84045190200614e-14,1.42622312496623e-13
"IL19",16.8228375545236,1.4709085579292,0.86256673016154,1.70526929279284,0.101486137315715,0.139216228187955
"IL20",20.701332355445,2.65485626337037,0.575876525875055,4.61011370334337,1.50621261570469e-05,3.16861620950268e-05
"IL24",67.2976341274525,0.836342534867122,0.27193967561648,3.07547081157303,0.0155683808844589,0.0240280051180607
"FCMR",242.450468457276,-1.10279481597641,0.213927202134561,-5.15500041590199,3.35448456973767e-05,6.83852075798188e-05
"PIGR",14906.0463276287,-2.86833141212325,0.571501477613511,-5.01893962566972,2.33260984450354e-06,5.25177516184246e-06
"FCAMR",30.4493880546407,0.362302917292224,0.710728133486218,0.509763016577209,0.63170127892161,0.727764869901545
"C1orf116",7771.85795375947,-0.777633078567091,0.342720596531736,-2.26900013140903,0.0631926511542903,0.0897856081348537
"PFKFB2",2312.11349625376,-0.669378362633732,0.14971568211414,-4.4709969802857,0.00254592247700825,0.00432299551589301
"YOD1",3312.23234697625,0.923967652967126,0.192862887075545,4.79080069254176,0.000237437624062665,0.000448138964921262
"C4BPB",43.7855472575402,-3.57059696083577,0.309258228147176,-11.5456813622321,3.40037535132524e-27,2.3149170662535e-26
"C4BPA",885.893796140587,-3.92582044272581,0.628665978789248,-6.24468410122426,2.51777308160363e-09,6.96028462631957e-09
"CD55",8925.49887767868,-1.11501197347619,0.157706890818535,-7.07015380043967,2.06811269462629e-08,5.38602741531293e-08
"CR2",33.9153808287331,-4.64241529076122,0.390344085004553,-11.8931360025785,1.12335989640049e-29,8.49223263328048e-29
"CR1",312.310408783631,-1.63993569092659,0.321954388118614,-5.0936895145607,7.90386860220096e-06,1.70481898494312e-05
"CR1L",5.18983113909376,-3.10711022434856,0.384349042723392,-8.08408472239825,5.28281338139525e-14,1.94485253215141e-13
"CD46",16020.6810241448,-0.604027601034932,0.100971301594188,-5.98217108721218,0.000227259651908948,0.000429923314032975
"CD34",10674.6012147779,2.99972285340364,0.192969447475855,15.5450662923154,2.25672232108878e-46,2.91819912574674e-45
"PLXNA2",6431.76508138824,0.0969840679830339,0.125348534209733,0.773715214098637,0.891723421781706,0.964393813271893
"LINC01735",0.381883338317428,-5.3916861495521,0.862306517492923,-6.25263295611859,1.27065956392492e-09,3.57273034934237e-09
"LINC01717",0.0926209863187263,-4.63560206822713,2.3809455348774,-1.94695846684533,0.0528274695604277,0.0757738883379934
"LINC01774",0.0687715107566152,-4.5989400587978,3.42772069240074,-1.34169043265213,0.180853318980129,0.238100721476507
"LINC01698",44.1334179334357,4.14379757536849,0.714488244049348,5.79967215679239,2.56057660371072e-08,6.62546464220724e-08
"MIR205HG",3708.89205465591,0.700019166994311,0.445522444340944,1.57123210263815,0.172713510333755,0.228077707964546
"MIR205",3.53487564837625,-9.524488753841,0.526665150408253,-18.084524382253,1.03515678656152e-69,2.36702877271934e-68
"CAMK1G",45.3650181411938,-0.499691520291455,0.348475204926442,-1.43393708713632,0.252557692651139,0.323061922843882
"LAMB3",5314.08750740327,-1.83475673173372,0.178385944459077,-10.2853211742511,3.22881888164884e-19,1.56356770124574e-18
"MIR4260",0.0478925143141831,-4.42596779405858,6.73056307675341,-0.657592499109824,0.511091500182866,0.606937245166513
"G0S2",6959.23041777869,3.22618168096122,0.386404434308889,8.34923565701688,6.68492052265861e-15,2.59283519449489e-14
"HSD11B1",1185.70321583803,1.26200572908656,0.238546547061408,5.2903961286922,1.10580762710999e-05,2.35452918395283e-05
"TRAF3IP3",206.267282843139,-1.67932731623779,0.222031387773412,-7.56346808925764,6.07281997864223e-11,1.87005137058175e-10
