Geneid,p_value,padj
TMEM241,1.851910034322532e-127,2.5392077554932097e-127
TMEM242,0.0,0.0
TMEM243,0.0,0.0
TMEM244,0.0,0.0
TMEM245,5.0974122682505845e-117,6.716041205390641e-117
TMEM246-AS1,0.0,0.0
TMEM247,0.0,0.0
TMEM248,1.970644545513e-311,6.451318074206e-311
TMEM249,1.634967763164912e-208,3.127315591850871e-208
TMEM25,1.7948979501843706e-282,4.930882997857648e-282
TMEM251,7.896044400976698e-185,1.3643416606985927e-184
TMEM252,5.109933995827267e-61,5.74131955494471e-61
TMEM253,1.7576182926468525e-254,4.162456651913303e-254
TMEM254,1.0043937199521532e-230,2.124107743931145e-230
TMEM254-AS1,1.5353290902356842e-288,4.37330409174643e-288
TMEM255A,1.9358119095207784e-53,2.1330525678299305e-53
TMEM255B,0.0,0.0
TMEM256,0.0,0.0
TMEM258,4.012577130233976e-220,8.0784868701038e-220
TMEM259,0.0,0.0
TMEM26,1.0053866288239894e-188,1.7644654121536344e-188
TMEM26-AS1,0.0,0.0
TMEM260,1.76431987083375e-185,3.054952297967682e-185
TMEM262,0.0,0.0
TMEM263,5.29663107945333e-120,7.049111790366096e-120
TMEM265,0.0,0.0
TMEM266,7.718329970201454e-160,1.2116925489834874e-159
TMEM267,1.075273488425498e-124,1.4571569627727292e-124
TMEM268,1.7856443602133364e-227,3.7222884336398242e-227
TMEM269,8.066687755531314e-97,9.98158858942081e-97
TMEM30A,6.508992769370395e-298,1.9613015249572565e-297
TMEM30B,0.0,0.0
TMEM30CP,0.0,0.0
TMEM31,6.998178892265795e-290,2.0095543878214972e-289
TMEM33,6.357188256014067e-103,8.010502539758532e-103
TMEM35A,3.3087256760774785e-152,5.034370867433773e-152
TMEM35B,2.3442131031194967e-252,5.494010839395694e-252
TMEM37,2.0287143258626868e-116,2.667263512943268e-116
TMEM38A,2.120405710827644e-232,4.520809434771337e-232
TMEM38B,2.0428912611482843e-61,2.296880964775764e-61
TMEM39A,6.293947081927321e-130,8.715977241326515e-130
TMEM39B,1.4511705831225919e-285,4.067659058414238e-285
TMEM40,5.433694273098673e-67,6.200088063426695e-67
TMEM41A,0.0,0.0
TMEM41B,0.0,0.0
TMEM42,4.187648072401069e-301,1.2853807388209866e-300
TMEM43,0.0,0.0
TMEM44,6.42879856335436e-153,9.80613608493707e-153
TMEM44-AS1,4.151873781696499e-155,6.392880488850412e-155
TMEM45A,1.735149612042472e-114,2.2674433661198632e-114
TMEM45B,4.569255531936819e-68,5.229274250288961e-68
TMEM47,2.387009903513769e-215,4.699719173807167e-215
TMEM50A,1.5940056359650955e-287,4.515303366444434e-287
TMEM50B,0.0,0.0
TMEM51,1.7957583036666509e-34,1.8907732740486107e-34
TMEM51-AS1,2.332379819377695e-157,3.627446160588493e-157
TMEM52,5.420606655776187e-127,7.416451606999699e-127
TMEM52B,1.193073812061553e-156,1.8495375335917855e-156
TMEM53,2.9117445295977324e-254,6.886492660447683e-254
TMEM54,5.824944627277195e-215,1.1458776922285554e-214
TMEM59,4.248618698076192e-302,1.311262693089896e-301
TMEM59L,5.692632053710284e-63,6.423286469229384e-63
TMEM60,2.169171026034819e-227,4.520136999133466e-227
TMEM61,1.770107990856884e-34,1.863936262588104e-34
TMEM62,2.9670038435462254e-165,4.761434201840684e-165
TMEM63A,8.005283286540654e-111,1.0341916866194144e-110
TMEM63B,4.332871039082271e-117,5.710035075486819e-117
TMEM63C,2.334281197495963e-61,2.623986441321504e-61
TMEM64,1.1950634373486932e-160,1.8826644256938975e-160
TMEM65,0.0,0.0
TMEM67,1.938071046694759e-221,3.9283517720838216e-221
TMEM68,9.126110261273803e-152,1.3863787454181053e-151
TMEM69,7.901732103036675e-156,1.220839350022255e-155
TMEM70,1.8432524442261687e-206,3.495226838730301e-206
TMEM71,2.618404091602293e-65,2.973128954236386e-65
TMEM72,3.782927446823016e-309,1.2196908211126334e-308
TMEM72-AS1,1.0080046491266632e-23,1.0381239506840354e-23
TMEM74,7.820259783569875e-94,9.601325721586563e-94
TMEM74B,0.0,0.0
TMEM78,0.0,0.0
TMEM79,2.831458235306648e-156,4.382916122744404e-156
TMEM80,0.0,0.0
TMEM81,1.7122492219968816e-119,2.2744375519100097e-119
TMEM82,0.0,0.0
TMEM86A,1.34722010959736e-123,1.817235678913212e-123
TMEM86B,0.0,0.0
TMEM87A,1.742315228244267e-160,2.7430980453429978e-160
TMEM87B,1.5958695852948317e-190,2.818170066868247e-190
TMEM88,9.211185970277945e-163,1.4640228205141475e-162
TMEM88B,1.460355889228835e-264,3.6440049846759184e-264
TMEM89,1.48159777271678e-309,4.787692227232443e-309
TMEM8B,0.0,0.0
TMEM9,3.999698252046488e-226,8.279156033005333e-226
TMEM91,0.0,0.0
TMEM92,2.4751874397595317e-118,3.2752135409783596e-118
TMEM92-AS1,2.37370293137111e-93,2.9112095185579524e-93
TMEM94,3.0665308311398625e-209,5.886103030943242e-209
TMEM95,0.0,0.0
TMEM97,1.9233864585969506e-38,2.0455471302478724e-38
TMEM98,1.4069574376147083e-153,2.1509819418088343e-153
TMEM9B,0.0,0.0
TMEM9B-AS1,1.0170148406632179e-144,1.4996637435269583e-144
TMF1,2.84972877741833e-184,4.910721904893319e-184
TMIE,3.071297466711693e-64,3.476063160476332e-64
TMIGD1,0.0,0.0
TMIGD2,1.0384474184223606e-130,1.4422254410517812e-130
TMIGD3,6.389397044273919e-43,6.864651308789674e-43
TMLHE,4.664637905367551e-199,8.549484407990965e-199
TMLHE-AS1,6.096997517887614e-297,1.8252148075912682e-296
TMOD1,1.1527165901830843e-145,1.706322924802323e-145
TMOD2,0.0,0.0
TMOD3,1.094102834903125e-228,2.295273227408615e-228
TMOD4,1.906782530974225e-166,3.072416613699388e-166
TMPO,3.0797702144292556e-257,7.383239214600081e-257
TMPO-AS1,8.480458918955119e-38,9.002447607082976e-38
TMPPE,7.314126632708569e-78,8.591859775075617e-78
TMPRSS11A,1.7499257132162162e-148,2.6234073200345204e-148
TMPRSS11B,8.379859227459907e-108,1.0709846175577958e-107
TMPRSS11BNL,3.1424443596211157e-175,5.238317328114434e-175
TMPRSS11D,6.426513196861955e-117,8.464277778419406e-117
TMPRSS11E,1.4828398677256876e-25,1.5314630204331508e-25
TMPRSS11F,3.320428729785931e-11,3.3495246702852817e-11
TMPRSS11GP,8.085499206665939e-10,8.138877004952414e-10
TMPRSS12,5.052725287526069e-297,1.513976405778243e-296
TMPRSS13,3.264708229234099e-120,4.348663133924553e-120
TMPRSS15,0.0,0.0
TMPRSS2,1.6426499659163375e-42,1.7630231593910945e-42
TMPRSS3,2.511206357613261e-94,3.086590603122343e-94
TMPRSS4,1.2146127477280069e-27,1.2592985952037479e-27
TMPRSS5,2.634958162959187e-101,3.305037957287662e-101
TMPRSS6,4.672100301579378e-25,4.821192064519703e-25
TMPRSS7,4.8235317734971334e-213,9.414003183266762e-213
TMPRSS9,2.0964921043352864e-163,3.340227957249715e-163
TMSB10,1.4742672420823058e-96,1.8228628420440905e-96
TMSB15A,2.7734056795932295e-139,3.994425895593301e-139
TMSB15B,1.0442466722532365e-273,2.738040699460029e-273
TMSB4X,2.245713921388614e-138,3.22251899819579e-138
TMSB4Y,9.101983324959241e-30,9.485541306018266e-30
TMTC1,6.937762236706079e-155,1.066820528537506e-154
TMTC2,2.4800779613632297e-106,3.155989331919914e-106
TMTC3,6.338474993689884e-148,9.475201159246584e-148
TMTC4,1.641198014012927e-95,2.023288877416665e-95
TMUB1,3.569581102208519e-285,9.978877525163787e-285
TMUB2,0.0,0.0
TMX1,9.223228175550337e-126,1.2552051395783838e-125
TMX2,6.456411214076484e-129,8.89814508517281e-129
TMX3,3.1904478971720625e-266,8.021060535541555e-266
TMX4,1.3632866877215747e-161,2.157717240537673e-161
TNC,3.743851604604084e-18,3.817637598848684e-18
TNF,1.3827186421581226e-33,1.4528894677367932e-33
TNFAIP1,0.0,0.0
TNFAIP2,2.048303192331171e-189,3.600559833580156e-189
TNFAIP3,3.582122261315639e-149,5.389804139624315e-149
TNFAIP6,4.017305234170221e-76,4.697294993222039e-76
TNFAIP8,5.130381883659477e-220,1.0320831148045068e-219
TNFAIP8L1,2.9668646248053625e-244,6.689755275831815e-244
TNFAIP8L2,2.5622842478777612e-11,2.585303147514684e-11
TNFAIP8L3,0.0,0.0
TNFRSF10A,2.926901051907451e-100,3.6606534748827825e-100
TNFRSF10B,6.930383058107496e-169,1.1286259692309168e-168
TNFRSF10C,1.0405761321389914e-65,1.182713376431265e-65
TNFRSF10D,3.8030392367626634e-52,4.179730554547882e-52
TNFRSF11A,1.6515832020058872e-94,2.031631759522549e-94
TNFRSF11B,1.9042996536159524e-72,2.203356712641524e-72
TNFRSF12A,2.938163532386005e-143,4.306064746636243e-143
TNFRSF13B,1.3560907083356813e-164,2.1704993026569846e-164
TNFRSF13C,7.259750432133518e-95,8.938422136333802e-95
TNFRSF14,9.130339914421327e-204,1.709914968192912e-203
TNFRSF17,3.70917715325154e-232,7.898639916432061e-232
TNFRSF18,3.866888768499463e-179,6.5300899960343e-179
TNFRSF19,9.466661328849293e-169,1.540900745390075e-168
TNFRSF1A,0.0,0.0
TNFRSF1B,1.0356270577055617e-208,1.9828920895312145e-208
TNFRSF21,2.707974325594174e-83,3.226641870955869e-83
TNFRSF25,2.3648939867141897e-260,5.768547425586132e-260
TNFRSF4,7.85232678323648e-50,8.580132497614575e-50
TNFRSF6B,0.0,0.0
TNFRSF8,7.607741871611739e-71,8.772067751001036e-71
TNFRSF9,5.083392315083557e-266,1.276753841632855e-265
TNFSF10,3.1527052631734083e-83,3.7555818490948136e-83
TNFSF11,0.0,0.0
TNFSF12,0.0,0.0
TNFSF13,0.0,0.0
TNFSF13B,7.646635214344951e-33,8.023339068271347e-33
TNFSF14,1.4835599727486317e-44,1.6001819925308956e-44
TNFSF15,0.00015448409970551075,0.00015477315659108307
TNFSF18,1.887575104627913e-241,4.2010178065686875e-241
TNFSF4,6.306527484924949e-75,7.347509807353103e-75
TNFSF8,5.991145353322586e-78,7.039557571569237e-78
TNFSF9,5.831545290739705e-72,6.736853927445609e-72
TNIK,1.921241556335863e-106,2.446066445093835e-106
TNIP1,6.631403754602691e-264,1.6491838414989454e-263
TNIP2,0.0,0.0
TNIP3,9.256874958009933e-249,2.1357880452271844e-248
TNK1,2.118387426034906e-233,4.53878206746954e-233
TNK2,0.0,0.0
TNK2-AS1,8.36969345171019e-15,8.491399578398495e-15
TNKS,1.4322101064831474e-145,2.1189567852247774e-145
TNKS1BP1,0.0,0.0
TNKS2,6.853127556582122e-155,1.053876628792057e-154
TNMD,2.0883375144341146e-29,2.174863530501676e-29
TNN,4.1279002992174336e-48,4.489620505889848e-48
TNNC1,5.604871360771439e-100,7.005024330170536e-100
TNNC2,1.4902410540427311e-173,2.4691501171761547e-173
TNNI1,1.2610758403109136e-164,2.018562996893665e-164
TNNI2,1.0268435539848226e-98,1.277948431726841e-98
TNNI3,2.6585404509449094e-39,2.8323647837932347e-39
TNNI3K,0.0,0.0
TNNT1,2.3139102703616676e-43,2.4886938882051212e-43
TNNT2,2.1012889379132192e-115,2.755129641601023e-115
TNNT3,2.9085816776948245e-93,3.5666374386049018e-93
TNP1,8.296532982548953e-260,2.0173130783631543e-259
TNP2,0.0,0.0
TNPO1,1.242835189282972e-217,2.4717143817959013e-217
TNPO2,0.0,0.0
TNPO3,6.357730082474488e-267,1.60329000458809e-266
TNR,2.660602085549427e-153,4.062990145101148e-153
TNRC18,0.0,0.0
TNRC18P1,9.293156632750005e-155,1.4280560522754862e-154
TNRC6A,9.977125040610674e-169,1.6236452285483473e-168
TNRC6B,3.2671526369220006e-134,4.60698936259751e-134
TNRC6C,2.8886998083799916e-147,4.3078842145307937e-147
TNS1,6.902688276522548e-267,1.7405267208263623e-266
TNS2,0.0,0.0
TNS3,1.7439568174350352e-16,1.773066403100956e-16
TNS4,2.5357662653291503e-79,2.991876729165643e-79
TNXA,1.858178023594498e-181,3.167211342555502e-181
TNXB,4.468742255474211e-177,7.495870733646965e-177
TOB1,6.919648814461398e-199,1.2672446253910216e-198
TOB1-AS1,6.816806247509216e-165,1.0922070079516506e-164
TOB2,0.0,0.0
TOB2P1,0.0,0.0
TOE1,1.4358438592156086e-111,1.8604799940672054e-111
TOGARAM1,2.487893470416842e-236,5.400326130185478e-236
TOGARAM2,7.11240235649244e-117,9.366046205438224e-117
TOLLIP,0.0,0.0
TOM1,0.0,0.0
TOM1L1,1.4493148303699054e-146,2.155204072494781e-146
TOM1L2,0.0,0.0
TOMM20,1.4047404178891039e-280,3.8162529063691714e-280
TOMM20L,0.0,0.0
TOMM22,1.1440793411340445e-241,2.549238628691594e-241
TOMM34,3.9813065315141985e-134,5.612294225285184e-134
TOMM40,8.395159259333596e-254,1.9808377412061562e-253
TOMM40L,1.94926821050179e-102,2.4516525335186942e-102
TOMM5,2.292943018506421e-202,4.26573368278053e-202
TOMM6,1.245495238502779e-199,2.288792590892169e-199
TOMM7,3.666407847119794e-235,7.918147854055543e-235
TOMM70,2.680435108234813e-199,4.919044949147006e-199
TONSL,4.5252043973616e-32,4.741219842769214e-32
TONSL-AS1,3.936021370487213e-294,1.1596027643518566e-293
TOP1,4.697794123438968e-204,8.813723264183408e-204
TOP1MT,1.1011769001932664e-86,1.3244957136166423e-86
TOP2A,1.8890457743885346e-230,3.989121334451217e-230
TOP2B,2.131432976999465e-218,4.2521543074634506e-218
TOP3A,2.0905792540974404e-134,2.9502602970480826e-134
TOP3B,0.0,0.0
TOPAZ1,0.0,0.0
TOPBP1,1.578407150664167e-243,3.5468715827534436e-243
TOPORS,3.79441214169232e-251,8.845048612971953e-251
TOR1A,2.6261761561491478e-129,3.62761457998428e-129
TOR1AIP1,2.9700735154092342e-182,5.075556492153359e-182
TOR1AIP2,1.1579007032849387e-124,1.568944549931287e-124
TOR1B,4.71701439231775e-273,1.2321822029580654e-272
TOR2A,3.6448757405262676e-301,1.119674703800891e-300
TOR3A,1.6289662934687632e-252,3.822003458761317e-252
TOR4A,9.395326262222806e-223,1.9172027994453415e-222
TOX,7.65078758459936e-63,8.630658174807234e-63
TOX2,3.5703128716585293e-245,8.084469271938039e-245
TOX3,5.403943140541061e-35,5.694818146641221e-35
TOX4,0.0,0.0
TP53,3.5833793289400415e-88,4.329313410794748e-88
TP53AIP1,1.146408592708858e-53,1.2637609613391146e-53
TP53BP1,1.41366696570726e-236,3.0734908610428663e-236
TP53BP2,3.877388245972011e-115,5.079255062315634e-115
TP53I11,0.0,0.0
TP53I13,8.066901457634522e-291,2.3283482406992256e-290
TP53I3,1.7755467530538286e-50,1.9434365791448228e-50
TP53INP1,5.1562295523604887e-278,1.3830036022081535e-277
TP53INP2,0.0,0.0
TP53RK,7.243863939534277e-205,1.363829612755231e-204
TP53TG1,8.079491749373932e-141,1.1713507841923394e-140
TP53TG3,0.0,0.0
TP53TG3D,3.1230942797728183e-240,6.910727794088358e-240
TP53TG3HP,0.0,0.0
TP53TG5,1.8103112661603346e-263,4.492412868298722e-263
TP63,3.2292936331541935e-91,3.93684510270794e-91
TP73,3.805815630196813e-44,4.099995277449533e-44
TP73-AS1,0.0,0.0
TPBG,0.0,0.0
TPBGL,4.8037978312943733e-36,5.076076977728287e-36
TPCN1,1.3577268602521613e-203,2.540455362084174e-203
TPCN2,4.7207971969662234e-91,5.752706396895857e-91
TPD52,3.855872911554194e-240,8.525652349526915e-240
TPD52L1,9.808599695145421e-251,2.2811434280911935e-250
TPD52L2,0.0,0.0
TPD52L3,0.0,0.0
TPGS1,7.55907132914875e-296,2.246837829619427e-295
TPGS2,7.4526105962547e-311,2.4290615284282e-310
TPH1,1.4794353960735612e-108,1.8961545624135868e-108
TPH2,0.0,0.0
TPI1,1.0187533145714698e-164,1.6313657194807011e-164
TPI1P2,1.3605800128432135e-285,3.814196300462942e-285
TPI1P3,0.0,0.0
TPK1,2.6552876852011465e-19,2.7139902185950104e-19
TPM1,2.8203907700225878e-98,3.506678749810998e-98
TPM2,9.416167411775888e-155,1.446765688947134e-154
TPM3,1.0366002179777246e-139,1.4960623969610186e-139
TPM3P9,1.1332195681787005e-158,1.770698835272915e-158
TPM4,1.3649363965680436e-247,3.130109122966398e-247
TPMT,5.840254208849038e-233,1.2479816878438816e-232
TPO,8.845843146211129e-163,1.4061494932226253e-162
TPP1,1.079378222526118e-62,1.217201557302314e-62
TPP2,2.4377373625352764e-245,5.526434131056735e-245
TPPP,0.0,0.0
TPPP2,5.364725231548991e-260,1.306233436243485e-259
TPPP3,1.8823700536602678e-291,5.45290489625994e-291
TPR,9.745580880797186e-247,2.2255728446684625e-246
TPRA1,0.0,0.0
TPRG1,4.989565135229716e-307,1.5862986422746338e-306
TPRG1-AS1,1.0321999835180734e-104,1.307370030835082e-104
TPRG1-AS2,0.0,0.0
TPRG1L,0.0,0.0
TPRKB,5.363611387242598e-218,1.0683604860271095e-217
TPRN,9.470864511615657e-232,2.011597643131355e-231
TPRX1,0.0,0.0
TPRXL,8.48281240549727e-56,9.408366145968937e-56
TPSAB1,0.0,0.0
TPSB2,0.0,0.0
TPSD1,3.914056127701669e-205,7.377587252083768e-205
TPSG1,1.2284165311005935e-70,1.4159939026764827e-70
TPST1,2.0996486620581734e-84,2.509203300904567e-84
TPST2,0.0,0.0
TPT1,1.2178886843226183e-209,2.3423831816760475e-209
TPT1-AS1,4.629487544065544e-285,1.2932458288590766e-284
TPTE,0.0,0.0
TPTE2,0.0,0.0
TPTE2P1,2.991506573118431e-305,9.423511744353365e-305
TPTE2P2,2.4602926148854685e-308,7.892681784188802e-308
TPTE2P3,0.0,0.0
TPTE2P5,3.6002510116743393e-211,6.9710015383727176e-211
TPTE2P6,2.100659015417966e-269,5.375147051676289e-269
TPTEP1,0.0,0.0
TPX2,1.3421179659306516e-146,1.9961837240043491e-146
TRA2A,1.266931544662037e-235,2.741783239430279e-235
TRA2B,3.2187255036127533e-293,9.430890302262667e-293
TRABD,0.0,0.0
TRABD2A,4.803067217531636e-12,4.85089352179885e-12
TRABD2B,4.2605376708803816e-155,6.55931924669675e-155
TRAC,7.70235512347165e-29,8.009530931882538e-29
TRADD,0.0,0.0
TRAF1,0.0,0.0
TRAF2,6.991327154447858e-119,9.270232458189788e-119
TRAF3,9.62522981272045e-254,2.2706074918860206e-253
TRAF3IP1,1.396650767929449e-123,1.8838012466788303e-123
TRAF3IP2,3.9870334740344045e-276,1.0578181459572266e-275
TRAF3IP2-AS1,1.7030851185242356e-68,1.951225705060808e-68
TRAF3IP3,2.5570410978381664e-106,3.2537478853004283e-106
TRAF4,1.820082235362871e-15,1.8479328565063606e-15
TRAF5,4.212856843607089e-93,5.161326875283862e-93
TRAF6,3.7339564753821085e-263,9.252110836116839e-263
TRAF7,6.238483527027755e-292,1.8135712717965536e-291
TRAFD1,4.8450916984402435e-211,9.374234560074637e-211
TRAIP,4.9249023094461314e-52,5.4109062212582426e-52
TRAJ1,0.0,0.0
TRAJ10,0.0,0.0
TRAJ11,0.0,0.0
TRAJ12,0.0,0.0
TRAJ13,0.0,0.0
TRAJ14,0.0,0.0
TRAJ16,0.0,0.0
TRAJ17,0.0,0.0
TRAJ18,0.0,0.0
TRAJ19,0.0,0.0
TRAJ2,0.0,0.0
TRAJ20,0.0,0.0
TRAJ21,0.0,0.0
TRAJ22,0.0,0.0
TRAJ23,0.0,0.0
TRAJ24,0.0,0.0
TRAJ25,0.0,0.0
TRAJ26,0.0,0.0
TRAJ27,0.0,0.0
TRAJ28,0.0,0.0
TRAJ29,0.0,0.0
TRAJ3,0.0,0.0
TRAJ30,0.0,0.0
TRAJ31,0.0,0.0
TRAJ32,0.0,0.0
TRAJ33,0.0,0.0
TRAJ34,0.0,0.0
TRAJ35,0.0,0.0
TRAJ36,0.0,0.0
TRAJ37,0.0,0.0
TRAJ38,0.0,0.0
TRAJ39,0.0,0.0
TRAJ4,0.0,0.0
TRAJ40,0.0,0.0
TRAJ41,0.0,0.0
TRAJ42,0.0,0.0
TRAJ43,0.0,0.0
TRAJ44,0.0,0.0
TRAJ45,0.0,0.0
TRAJ46,0.0,0.0
TRAJ47,0.0,0.0
TRAJ48,0.0,0.0
TRAJ49,0.0,0.0
TRAJ5,0.0,0.0
TRAJ50,0.0,0.0
TRAJ51,0.0,0.0
TRAJ52,0.0,0.0
TRAJ53,0.0,0.0
TRAJ54,0.0,0.0
TRAJ55,0.0,0.0
TRAJ56,0.0,0.0
TRAJ57,0.0,0.0
TRAJ58,0.0,0.0
TRAJ59,0.0,0.0
TRAJ6,0.0,0.0
TRAJ60,0.0,0.0
TRAJ61,0.0,0.0
TRAJ7,0.0,0.0
TRAJ8,0.0,0.0
TRAJ9,0.0,0.0
TRAK1,3.884500746206997e-152,5.909656745121573e-152
TRAK2,1.0433445141441422e-117,1.3778802393974263e-117
TRAM1,6.751616846417985e-172,1.1116220414182473e-171
TRAM1L1,1.3455782903439796e-59,1.5072047947886055e-59
TRAM2,1.5760074025746684e-185,2.7290910376714174e-185
TRAM2-AS1,1.0828116768898179e-214,2.127007597364659e-214
TRANK1,9.997003602323043e-99,1.2442348826416874e-98
TRAP1,1.0450630076527252e-281,2.8597017694552344e-281
TRAPPC1,3.774076178641014e-219,7.554714826728458e-219
TRAPPC10,8.111743781430767e-231,1.715799621714855e-230
TRAPPC11,2.762681026645623e-252,6.472117211791699e-252
TRAPPC12,0.0,0.0
TRAPPC12-AS1,1.7640920198955067e-54,1.9480313988524772e-54
TRAPPC13,5.891981789418464e-130,8.160309716047324e-130
TRAPPC2,0.0,0.0
TRAPPC2B,4.979598138887421e-132,6.961580396486974e-132
TRAPPC2L,3.802465773144479e-301,1.1677734021725823e-300
TRAPPC3,0.0,0.0
TRAPPC3L,4.680818466157808e-278,1.2559277982148629e-277
TRAPPC4,0.0,0.0
TRAPPC5,2.4614498531489113e-293,7.215739931105238e-293
TRAPPC6A,1.6877198787049436e-278,4.538963028536692e-278
TRAPPC6B,0.0,0.0
TRAPPC8,1.115958591697178e-135,1.5822298549932772e-135
TRAPPC9,8.040465143958812e-199,1.4718052907815846e-198
TRAT1,3.625536572358556e-160,5.700242696120145e-160
TRAV1-1,0.0,0.0
TRAV1-2,0.0,0.0
TRAV10,0.0,0.0
TRAV12-1,0.0,0.0
TRAV12-2,0.0,0.0
TRAV12-3,0.0,0.0
TRAV13-1,0.0,0.0
TRAV13-2,0.0,0.0
TRAV14DV4,0.0,0.0
TRAV16,0.0,0.0
TRAV17,0.0,0.0
TRAV18,0.0,0.0
TRAV19,0.0,0.0
TRAV2,0.0,0.0
TRAV20,0.0,0.0
TRAV21,0.0,0.0
TRAV22,0.0,0.0
TRAV23DV6,0.0,0.0
TRAV24,0.0,0.0
TRAV25,0.0,0.0
TRAV26-1,0.0,0.0
TRAV26-2,0.0,0.0
TRAV27,0.0,0.0
TRAV28,0.0,0.0
TRAV29DV5,0.0,0.0
TRAV3,0.0,0.0
TRAV30,0.0,0.0
TRAV34,0.0,0.0
TRAV35,0.0,0.0
TRAV36DV7,0.0,0.0
TRAV37,0.0,0.0
TRAV38-1,0.0,0.0
TRAV38-2DV8,0.0,0.0
TRAV39,0.0,0.0
TRAV4,0.0,0.0
TRAV40,0.0,0.0
TRAV41,0.0,0.0
TRAV5,0.0,0.0
TRAV6,0.0,0.0
TRAV7,0.0,0.0
TRAV8-1,0.0,0.0
TRAV8-2,0.0,0.0
TRAV8-3,0.0,0.0
TRAV8-4,0.0,0.0
TRAV8-5,0.0,0.0
TRAV8-6,0.0,0.0
TRAV8-7,0.0,0.0
TRAV9-1,0.0,0.0
TRAV9-2,0.0,0.0
TRBC1,4.217683894355146e-19,4.3080588254129313e-19
TRBC2,1.4164982423548815e-70,1.6325502093396803e-70
TRBJ1-1,0.0,0.0
TRBJ1-2,0.0,0.0
TRBJ1-3,0.0,0.0
TRBJ1-4,0.0,0.0
TRBJ1-5,0.0,0.0
TRBJ1-6,0.0,0.0
TRBJ2-1,0.0,0.0
TRBJ2-2,0.0,0.0
TRBJ2-2P,0.0,0.0
TRBJ2-3,0.0,0.0
TRBJ2-4,0.0,0.0
TRBJ2-5,0.0,0.0
TRBJ2-6,0.0,0.0
TRBJ2-7,0.0,0.0
TRBV1,0.0,0.0
TRBV10-1,0.0,0.0
TRBV10-2,0.0,0.0
TRBV10-3,0.0,0.0
TRBV11-1,0.0,0.0
TRBV11-2,0.0,0.0
TRBV11-3,0.0,0.0
TRBV12-2,0.0,0.0
TRBV12-3,0.0,0.0
TRBV12-4,0.0,0.0
TRBV12-5,0.0,0.0
TRBV13,0.0,0.0
TRBV14,0.0,0.0
TRBV15,0.0,0.0
TRBV16,0.0,0.0
TRBV17,0.0,0.0
TRBV18,0.0,0.0
TRBV19,1.2500726897603056e-274,3.290838510066462e-274
TRBV2,0.0,0.0
TRBV20-1,9.293707130933689e-275,2.447704335193517e-274
TRBV20OR9-2,0.0,0.0
TRBV21-1,0.0,0.0
TRBV21OR9-2,0.0,0.0
TRBV23-1,0.0,0.0
TRBV23OR9-2,0.0,0.0
TRBV24-1,0.0,0.0
TRBV24OR9-2,0.0,0.0
TRBV25-1,0.0,0.0
TRBV25OR9-2,0.0,0.0
TRBV26,0.0,0.0
TRBV26OR9-2,0.0,0.0
TRBV27,0.0,0.0
TRBV28,3.0007469742604e-311,9.8040582283766e-311
TRBV29-1,7.78466337207046e-294,2.2884842885412445e-293
TRBV29OR9-2,0.0,0.0
TRBV3-1,0.0,0.0
TRBV30,0.0,0.0
TRBV4-1,0.0,0.0
TRBV4-2,0.0,0.0
TRBV5-1,6.729943931190328e-302,2.0740226083754e-301
TRBV5-3,0.0,0.0
TRBV5-4,4.664778925218763e-304,1.4580758888709855e-303
TRBV5-5,0.0,0.0
TRBV5-6,0.0,0.0
TRBV5-7,0.0,0.0
TRBV6-1,0.0,0.0
TRBV6-4,0.0,0.0
TRBV6-5,0.0,0.0
TRBV6-6,0.0,0.0
TRBV6-7,0.0,0.0
TRBV6-8,0.0,0.0
TRBV7-1,0.0,0.0
TRBV7-2,4.24452192303995e-253,9.987314538178007e-253
TRBV7-3,0.0,0.0
TRBV7-4,0.0,0.0
TRBV7-5,0.0,0.0
TRBV7-6,0.0,0.0
TRBV7-7,0.0,0.0
TRBV7-9,2.8680567744610037e-282,7.87151498095007e-282
TRBV8-2,0.0,0.0
TRBV9,0.0,0.0
TRBVB,0.0,0.0
TRDC,8.844553318925514e-122,1.1851073480471457e-121
TRDJ1,0.0,0.0
TRDJ2,0.0,0.0
TRDJ3,0.0,0.0
TRDJ4,0.0,0.0
TRDMT1,3.3110321550935134e-69,3.8013964465380003e-69
TRDN,3.633729048753261e-62,4.0920996634137974e-62
TRDV1,0.0,0.0
TRDV2,0.0,0.0
TRDV3,0.0,0.0
TREH,2.5648530711895764e-183,4.399402302843538e-183
TREM1,3.7487580351645134e-91,4.5691585495832586e-91
TREM2,2.3569315990814374e-132,3.301051957981083e-132
TREML1,5.394705361756395e-173,8.921684833291141e-173
TREML2,9.270904026928072e-136,1.3150153666584026e-135
TREML3P,2.558685876166665e-202,4.758961435726739e-202
TREML4,2.37009296297511e-246,5.399665582776463e-246
TREML5P,0.0,0.0
TRERF1,2.446830887349052e-160,3.848864818632546e-160
TRERNA1,0.0,0.0
TREX2,3.846198567038383e-192,6.83768634140157e-192
TRG-AS1,1.7675566017515796e-17,1.8003991859285246e-17
TRGC2,2.134688102237725e-112,2.7723972735740854e-112
TRGJ1,0.0,0.0
TRGJ2,0.0,0.0
TRGJP,0.0,0.0
TRGJP1,0.0,0.0
TRGJP2,0.0,0.0
TRGV1,0.0,0.0
TRGV10,4.305405611692776e-232,9.16406201383142e-232
TRGV11,0.0,0.0
TRGV2,0.0,0.0
